Keyword,Source,Author,Title,URL,Text
immigration,New York Times,Annie Karni,Trump to Visit California After Criticism Over Silence on Wildfires,https://www.nytimes.com/2020/09/12/us/politics/trump-california-wildfires.html,"Mr. Trump has long clashed with California. The states attorney general, Xavier Becerra, has filed multiple lawsuits against the Trump administration, on issues like immigration, health care and envi… [+2196 chars]"
immigration,New York Times,The New York Times,Election Updates: Primary Season Is Finally Over,https://www.nytimes.com/live/2020/09/16/us/trump-vs-biden,"LiveUpdated Sept. 16, 2020, 9:31 a.m. ET
Sept. 16, 2020, 9:31 a.m. ET
Sarah McBride is set to become the countrys highest-ranking transgender official after winning her Delaware primary, and Chris … [+22032 chars]"
immigration,New York Times,The New York Times,Republicans Promise a Quick Path to the Supreme Court for Barrett,https://www.nytimes.com/live/2020/09/27/us/trump-vs-biden-elections,"LiveUpdated Sept. 27, 2020, 8:34 a.m. ET
Sept. 27, 2020, 8:34 a.m. ET
After President Trump announced on Saturday that he had selected Amy Coney Barrett as his Supreme Court nominee, Republicans lo… [+16415 chars]"
immigration,New York Times,The New York Times,"2020 Election Live Updates: Trump Goes to Michigan, Trailed by Controversies",https://www.nytimes.com/live/2020/09/10/us/trump-vs-biden,"LiveUpdated Sept. 10, 2020, 9:10 a.m. ET
Sept. 10, 2020, 9:10 a.m. ET
Bob Woodwards book has prompted a debate over journalistic ethics. Joe Biden, in Michigan a day earlier, seized on the news in … [+15699 chars]"
immigration,New York Times,Emily Badger,Women in Suburbia Don’t Seem Too Worried About Its Destruction,https://www.nytimes.com/2020/09/18/upshot/voters-suburbs-2020-election.html,"michael barbaro
From The New York Times, Im Michael Barbaro. This is The Daily.
archived recording
[SOUNDS OF PROTESTS]
michael barbaro
As protests and unrest over racial justice and policing co… [+30744 chars]"
immigration,Mashable,Natasha Piñon,"In the wake of allegations of forced sterilizations at ICE detention centers, here's how you can offer support",https://mashable.com/article/whistleblower-ice-hysterectomies-how-to-help-immigrant-women/,"In an explosive complaint filed on September 14, an ICE whistleblower alleged that unwanted hysterectomies, a surgical operation that removes the uterus, were performed on immigrant women in ICE cust… [+9412 chars]"
immigration,Mashable,Tim Marcin,Pete Buttigieg beautifully flips the script on Fox News' question about Kamala Harris,https://mashable.com/video/pete-buttigieg-fox-news-appearances/,"Pete Buttigieg definitely knew what he was in for on Wednesday when he appeared on Fox News criticism of Democrats, attacks on VP nominee Kamala Harris, right-wing talking points but he was not fazed… [+1300 chars]"
immigration,Mashable,Chase DiBenedetto,Yara Shahidi on why she's joining mental health activists and educators to address inequality in the classroom,https://mashable.com/article/yara-shahidi-education-equality/,"Actor and activist Yara Shahidi is joining celebrities, educators, and politicians to address one of the most relevant issues among youth activists inequality in our countrys classrooms.  
The work … [+3221 chars]"
immigration,New York Times,Miriam Jordan,"After a Pandemic Pause, ICE Resumes Deportation Arrests",https://www.nytimes.com/2020/09/12/us/ice-immigration-sweeps-deportation.html,"The aliens targeted during this operation preyed on men, women and children in our communities, committing serious crimes and, at times, repeatedly hurting their victims, said Tony Pham, the new inte… [+1838 chars]"
immigration,New York Times,Mark Leibovich and Katie Glueck,"Biden, in First Florida Trip as Nominee, Aims to Shore Up Latino Support",https://www.nytimes.com/2020/09/15/us/politics/biden-florida-latinos-veterans.html,"While Mr. Trumps contingent outnumbered Mr. Bidens by about two to one, supporters of the former vice president managed to assemble a loud, honking caravan about a dozen cars strong that included a s… [+1858 chars]"
immigration,New York Times,Frances Robles,"Soraya Santiago Solla, Transgender Trailblazer, Dies at 73",https://www.nytimes.com/2020/10/02/us/soraya-santiago-solla-dead.html,"She sold the salon a few years ago because of financial and health troubles.
In 1986, Ms. Santiago married a man from Santo Domingo, in the Dominican Republic, Héctor Mejía Santana, and used her bir… [+1738 chars]"
immigration,New York Times,Remy Tumin and Karen Cetinkaya,"President Trump, Jobs, Leaf Peeping: Your Friday Evening Briefing",https://www.nytimes.com/2020/10/02/briefing/president-trump-jobs-leaf-peeping.html,"5. In a secretly taped conversation, Melania Trump mocked the plight of migrant children who were separated from their parents at the border. She also ranted about Christmas decorations at the White … [+615 chars]"
immigration,New York Times,Michael S. Schmidt,"Ricin Suspect Threatened to Kill Trump Over Re-election Campaign, Prosecutors Say",https://www.nytimes.com/2020/09/22/us/politics/ricin-trump.html,"Ms. Ferrier said that if her ricin plot failed, she would find a better recipe for another poison, or I might use my gun when Ill be able to come, the document said. She had a knife with her and a lo… [+1058 chars]"
immigration,New York Times,Matt Apuzzo and Monika Pronczuk,"After 2 Years of Paralysis, Belgium Forms a (Very Fragile) Government",https://www.nytimes.com/2020/10/01/world/europe/belgium-government-coalition.html,"Half the new governments ministers are women, a first for Belgium, Mr. De Croo said. One of them, Petra De Sutter, a gynecologist, became the first openly transgender minister.
And two years after a… [+1197 chars]"
immigration,New York Times,Miriam Jordan,"400,000 Immigrants Can Be Forced to Leave the U.S., Court Rules",https://www.nytimes.com/2020/09/14/us/immigrants-temporary-protected-status.html,"He said the decision also made it clear that the government had discretion to determine when it was safe for immigrants given temporary protections to return home. For countries such as El Salvador, … [+1878 chars]"
immigration,New York Times,Emily Cochrane,Democrats and Republicans Clash Over Spending Bill to Avoid Shutdown,https://www.nytimes.com/2020/09/21/us/politics/spending-bill-government-shutdown.html,"In an effort to win Republican support, Democrats had agreed to extend funding through Dec. 11 instead of into early 2021, as they had originally proposed in the hopes of winning control of the Senat… [+1706 chars]"
immigration,New York Times,Gaia Pianigiani,Luis Suárez's Bid for Italian Citizenship Prompts Claim of Rigged Test,https://www.nytimes.com/2020/09/23/sports/soccer/luis-suarez-italy-citizenship.html,"But phone taps by investigators that have emerged in Italian news outlets suggested that she was not as impressed by his language abilities as her post implied.
Today I have the last class and I nee… [+1440 chars]"
immigration,New York Times,Janet Manley,How to Deal With Longing for a Distant Home,https://www.nytimes.com/2020/09/14/smarter-living/coronavirus-distant-home.html,"When she wants to know why this is all happening, I just say, Its the virus and were keeping you safe, Ms. Bell said.
G. Vasquez, who asked to be identified by his first initial because he is an und… [+2115 chars]"
immigration,New York Times,Emily Cochrane,House Approves Short-Term Bill to Avoid a Shutdown,https://www.nytimes.com/2020/09/22/us/politics/house-short-term-bill.html,The effort to stave off a shutdown six weeks before Election Day comes as the looming brawl over filling the Supreme Court vacancy left by Justice Ruth Bader Ginsburgs death has further intensified p… [+2594 chars]
immigration,New York Times,Michael D. Shear and Nicholas Fandos,Democratic and Republican Fundraising Rises Over Supreme Court Confirmation Battle,https://www.nytimes.com/2020/09/19/us/politics/fundraising-rbg.html,"In 2018, the vitriolic fight over the nomination of Justice Brett M. Kavanaugh played out against the backdrop of pivotal midterm elections, costing tens of millions of dollars before it was over.
T… [+2225 chars]"
immigration,New York Times,Michael D. Shear and Nicholas Fandos,Cash Is Flowing Over Confirmation Battle for Supreme Court Vacancy,https://www.nytimes.com/2020/09/19/us/politics/ginsburg-vacancy-fight.html,"In 2018, the vitriolic fight over the nomination of Justice Brett M. Kavanaugh played out against the backdrop of pivotal midterm elections, costing tens of millions of dollars before it was over.
T… [+2225 chars]"
immigration,New York Times,Ruchir Sharma,Is the Stock Market Rooting for Trump or Biden?,https://www.nytimes.com/2020/09/21/opinion/stock-market-trump-biden.html,"All of this casts doubt on the widespread assumption that Wall Street is rooting for a Trump win. The related notion, that Wall Street is rooting against a Biden win because of his partys leftward dr… [+1992 chars]"
immigration,New York Times,Zolan Kanno-Youngs,Trump Virtually Cuts Off Refugees as He Unleashes a Tirade on Immigrants,https://www.nytimes.com/2020/10/01/us/politics/trump-refugees.html,The refugee program was also temporarily suspended because of the coronavirus. Immigration advocates say the administrations system of harsh vetting and its ever-lowering cap have stranded some of th… [+2162 chars]
immigration,New York Times,Peter Baker,"For Trump, It’s Not the United States, It’s Red and Blue States",https://www.nytimes.com/2020/09/17/us/politics/trump-america.html,"Mr. Schumer, now the Senate Democratic leader, went to the floor to denounce Mr. Trump. What kind of president looks at the number of dead citizens in the country he is supposed to lead and in attemp… [+2660 chars]"
immigration,New York Times,"Michael D. Shear, Katie Benner and Michael S. Schmidt","‘We Need to Take Away Children,’ Jeff Sessions Said",https://www.nytimes.com/2020/10/06/us/politics/family-separation-border-immigration-jeff-sessions-rod-rosenstein.html,"Gene Hamilton, a top lawyer and ally of Stephen Miller, the architect of the presidents assault on immigration, argued in a 32-page response that Justice Department officials merely took direction fr… [+3267 chars]"
immigration,New York Times,The New York Times,Biden and Trump Gear Up for the Debates,https://www.nytimes.com/live/2020/09/18/us/trump-vs-biden,"LiveUpdated Sept. 18, 2020, 9:19 a.m. ET
Sept. 18, 2020, 9:19 a.m. ET
Joe Biden took questions from voters at a town hall event near his hometown of Scranton, Pa., and President Trump held an airpo… [+15570 chars]"
immigration,New York Times,"Kassie Bracken, Alexandra Eaton and Noah Throop",Why Voting in This U.S. Election Will Not Be Equal,https://www.nytimes.com/video/us/elections/100000006810942/voter-supression-georgia.html,"Seven hours, 45 minutes, and 13 seconds it took for me to vote in Fulton County, Ga. As soon as I saw the line, I hit the stopwatch on my phone. I spent the first couple hours listening to a new Run … [+13157 chars]"
immigration,New York Times,The New York Times,What Trump’s Positive Test Means for the 2020 Race,https://www.nytimes.com/live/2020/10/02/us/trump-vs-biden,"LiveUpdated Oct. 2, 2020, 9:04 a.m. ET
Oct. 2, 2020, 9:04 a.m. ET
The presidents announcement early Friday that he had tested positive upended the race in an instant, with less than five weeks to g… [+24491 chars]"
immigration,BBC News,https://www.facebook.com/bbcnews,Jewish student attacked with shovel in Germany,https://www.bbc.co.uk/news/world-europe-54417350,"image captionThe 26-year-old was entering the synagogue when he was attacked
A Jewish student has been badly injured in an attack by a man wielding a shovel as he entered a synagogue in the northern… [+1821 chars]"
immigration,BBC News,https://www.facebook.com/bbcnews,Ruth Bader Ginsburg becomes first woman to lie in state in US capitol,https://www.bbc.co.uk/news/world-us-canada-54289609,"Media captionHow Ruth Bader Ginsburg personally shaped our lives
Justice Ruth Bader Ginsburg, who died a week ago, is to lie in state in the US Capitol later - the first woman to be granted that hon… [+3828 chars]"
immigration,BBC News,https://www.facebook.com/bbcnews,Meet the judges on the top US court,https://www.bbc.co.uk/news/magazine-33103973,"Image copyrightGetty Images
 US Supreme Court Justice Ruth Bader Ginsburg has died of cancer at the age of 87, the court has said.
Her death has already prompted a contentious political battle over… [+18312 chars]"
immigration,CNN,,Melania Trump on audio recording: I'm driving liberals crazy,https://www.cnn.com/videos/politics/2020/10/02/melania-trump-i-dont-care-jacket-stephanie-winston-wolkoff-intv-sot-vpx-ac360.cnn,
immigration,CNN,,Keilar rolls the tape on DOJ role in separating families,https://www.cnn.com/videos/politics/2020/10/07/new-york-times-department-of-justice-separating-families-report-immigration-brianna-keilar-crn-vpx.cnn,
immigration,CNN,Analysis by John Harwood,Analysis: Trump's race-baiting might come at a cost to his economy,https://www.cnn.com/2020/09/20/politics/election-2020-trump-race-economy/index.html,(CNN)President Donald Trump's increasingly naked race-baiting heading into the final stretch of the 2020 campaign suggests he shares the consensus explanation for his grip on White working-class vote… [+5399 chars]
immigration,CNN,Opinion by Justin Gest and Wendy Feliz,Opinion: One way to bring the soul of America together,https://www.cnn.com/2020/09/12/opinions/white-house-council-of-national-unity-gest-feliz/index.html,Justin Gest is an associate professor at George Mason University's Schar School of Policy and Government and the author of The New Minority: White Working Class Politics in an Age of Immigration and … [+6435 chars]
immigration,CNN,"Paul LeBlanc, CNN",Trump condemns 'all White supremacists' after refusing to do so at presidential debate,https://www.cnn.com/2020/10/01/politics/trump-proud-boys-white-supremacists/index.html,"Washington (CNN)President Donald Trump condemned ""all White supremacists"" Thursday evening after pointedly refusing to do so at Tuesday's presidential debate and in the days since. 
""I condemn the K… [+2766 chars]"
immigration,CNN,"Sonia Moghe, CNN","Heiress sentenced to nearly seven years in Nxivm case, more than recommended sentence",https://www.cnn.com/2020/09/30/us/bronfman-nxivm-sentenced/index.html,"(CNN)Clare Bronfman, heiress to the Seagram liquor fortune, was sentenced to 81 months in prison Wednesday -- more than the 60-month sentence prosecutors had recommended. 
CNN has reached out to att… [+3071 chars]"
immigration,CNN,"Kevin Liptak, CNN",Trump's law-and-order mantra disappears in wake of alleged domestic terror plot,https://www.cnn.com/2020/10/09/politics/trump-gretchen-whitmer-law-and-order/index.html,"(CNN)Over the summer, as racial justice demonstrations swept through American cities, President Donald Trump warned he would wield the powers of government to suppress violence. Embracing a ""law and … [+8834 chars]"
immigration,CNN,"Maegan Vazquez, CNN",Trump set to nominate Amy Coney Barrett to the Supreme Court,https://www.cnn.com/2020/09/26/politics/amy-coney-barrett-supreme-court-nominee/index.html,"(CNN)President Donald Trump on Saturday is set to nominate Amy Coney Barrett, a conservative federal appeals court judge, to succeed the late Justice Ruth Bader Ginsburg on the US Supreme Court.
The… [+5167 chars]"
immigration,CNN,"Kevin Liptak, CNN",White House prepared for Trump to return to Oval Office,https://www.cnn.com/2020/10/07/politics/trump-oval-office-coronavirus/index.html,"Washington (CNN)President Donald Trump's aides were preparing for him to return to the Oval Office on Wednesday, an eventuality one senior official seemed to believe was so inevitable he mistakenly c… [+4931 chars]"
immigration,CNN,"Zachary Cohen, CNN",Whistleblower alleges top Trump appointees abused authority by telling officials to alter intelligence to match Trump claims,https://www.cnn.com/2020/09/09/politics/dhs-whistleblower-white-supremacist-threat/index.html,Washington (CNN)A whistleblower is alleging that top political appointees in the Department of Homeland Security repeatedly instructed career officials to modify intelligence assessments to ensure th… [+8422 chars]
immigration,CNN,"Joan Biskupic, CNN legal analyst & Supreme Court biographer",John Roberts faces a new round of legacy-defining turmoil,https://www.cnn.com/2020/10/05/politics/john-roberts-new-challenge/index.html,"(CNN)Chief Justice John Roberts faces a new period of Supreme Court turmoil that could define him and his legacy like nothing he confronted in the past 15 years, when he sided with liberals on Obamac… [+7619 chars]"
immigration,CNN,"Mackenzie Happe and Kate Sullivan, CNN
Artwork by Kelly Flynn and Max Pepper, CNN",Where Trump and Biden stand on 9 major policy issues,https://www.cnn.com/2020/09/29/politics/trump-vs-biden-2020-election-policies/index.html,"By Mackenzie Happe and Kate Sullivan, CNNArtwork by Kelly Flynn and Max Pepper, CNN
Updated 7:19 AM ET, Tue September 29, 2020
 (CNN)President Donald Trump and Democratic presidential nominee Joe B… [+20378 chars]"
immigration,BBC News,https://www.facebook.com/bbcnews,Australia partner visas to require English test under new law,https://www.bbc.co.uk/news/world-australia-54458637,"image copyrightGetty Images
image captionCouples will now need to prove their English proficiency to gain a partner visa
Foreigners seeking a permanent partner visa in Australia will have to pass a… [+2373 chars]"
immigration,BBC News,https://www.facebook.com/bbcnews,Amy Coney Barrett: Trump nominates conservative favourite for Supreme Court,https://www.bbc.co.uk/news/world-us-canada-54312699,"Image copyrightReutersImage caption
 If confirmed by the Senate, 48-year-old Judge Barrett would be the third Supreme Court justice appointed by President Donald Trump
US President Donald Trump has… [+6899 chars]"
immigration,BBC News,https://www.facebook.com/bbcnews,Amy Coney Barrett: Who is Trump's Supreme Court pick?,https://www.bbc.co.uk/news/election-us-2020-54303848,"Image copyrightReuters
Amy Coney Barrett's nomination to the US Supreme Court comes as little surprise. 
The long-term academic, appeals court judge and mother of seven was the hot favourite for th… [+6180 chars]"
immigration,Reuters,"Mimi Dwyer, Mica Rosenberg",U.S. watchdog to investigate whistleblower's detention allegations - Reuters India,https://in.reuters.com/article/usa-immigration-detention-idINL1N2GC2IG,"LOS ANGELES/NEW YORK, Sept 15 (Reuters) - U.S. immigration officials said on Tuesday a federal watchdog would investigate complaints made by a whistleblower nurse in a Georgia immigration detention f… [+2091 chars]"
immigration,Reuters,John Whitesides,Trump and Biden take sharply different paths on immigration - Reuters,https://www.reuters.com/article/us-usa-election-immigration-factbox-idUSKBN2611VD,WASHINGTON (Reuters) - U.S. President Donald Trump’s push to crack down on illegal immigration and reshape legal immigration was at the heart of the Republican’s winning 2016 campaign and has remaine… [+5990 chars]
immigration,Reuters,"John Whitesides, Ted Hesson",Factbox: Trump and Biden take sharply different paths on immigration - Reuters India,https://in.reuters.com/article/usa-election-immigration-factbox-idINKBN2611ZN,WASHINGTON (Reuters) - U.S. President Donald Trumps push to crack down on illegal immigration and reshape legal immigration was at the heart of the Republicans winning 2016 campaign and has remained … [+5934 chars]
immigration,Reuters,Reuters Staff,Man admits immigration offence in Vietnamese truck deaths case - Reuters,https://www.reuters.com/article/uk-britain-bodies-idUSKBN26S1NS,"By Reuters Staff
FILE PHOTO: Neighbors of Anna Bui Thi Nhung, one of the 39 Vietnamese people found dead in a truck near London on October, carry her coffin to a church for her funeral mass in Nghe … [+1461 chars]"
immigration,Reuters,Reuters Staff,Swiss voters to decide on EU immigration pact - Reuters UK,https://www.reuters.com/article/uk-swiss-eu-idUKKBN26H12Y,"By Reuters Staff
ZURICH (Reuters) - Swiss voters decide on Sunday whether to annul a pact with the European Union on the free movement of people, an important test of attitudes towards foreigners wh… [+1422 chars]"
immigration,Reuters,Reuters Staff,Swiss voters to decide on EU immigration pact - Reuters India,https://in.reuters.com/article/swiss-eu-idINKBN26I02Q,"By Reuters Staff
ZURICH (Reuters) - Swiss voters decide on Sunday whether to annul a pact with the European Union on the free movement of people, an important test of attitudes towards foreigners wh… [+1422 chars]"
immigration,Reuters,Reuters Staff,Mexico asks U.S. for answers about alleged migrant detention abuse - Reuters,https://www.reuters.com/article/us-usa-immigration-detention-mexico-idUSKBN26809V,"By Reuters Staff
MEXICO CITY (Reuters) - Mexico said on Wednesday said it had formally requested a report from U.S. authorities regarding alleged negligent practices in U.S. immigration detention ce… [+2043 chars]"
immigration,Reuters,Reuters Staff,"'Unacceptable' if Mexicans subjected to medical abuse in U.S. custody, minister says - Reuters",https://www.reuters.com/article/us-usa-immigration-mexico-idUSKCN26D1XN,"By Reuters Staff
FILE PHOTO: Mexico's Foreign Minister Marcelo Ebrard delivers a message to the media in Mexico City, Mexico, January 8, 2020. REUTERS/Edgard Garrido
MEXICO CITY (Reuters) - Mexico … [+387 chars]"
immigration,Reuters,Reuters Staff,Man admits immigration offence in Vietnamese truck deaths case - Reuters India,https://in.reuters.com/article/britain-bodies-idINKBN26S224,"By Reuters Staff
LONDON (Reuters) - A man accused of manslaughter over the deaths of 39 migrants whose bodies were discovered in the back of a shipping container near London last year pleaded guilty… [+1227 chars]"
immigration,Reuters,Gabriela Baczynska,"EU chief, set to unveil asylum policy, says migration is a fact of life - Reuters Africa",https://af.reuters.com/article/europe-migrants-eu-commission-idAFL8N2GD3QS,"By Gabriela Baczynska
* With new plan, Brussels seeks fresh EU start on migration
* Proposal bound to face opposition from easterners, Austria
* Years of migration feuds damaged EU unity
BRUSSELS… [+2946 chars]"
